user_id,feature,used_at
106,Round Up,2025-03-22
855,Round Up,2025-03-31
593,Auto Save,2025-06-30
386,Overdraft Alerts,2025-02-09
375,Get Paid Early,2024-11-29
530,Round Up,2024-12-08
386,Auto Save,2025-03-30
529,Overdraft Alerts,2024-08-06
362,Round Up,2024-09-10
499,Overdraft Alerts,2025-07-05
909,Get Paid Early,2024-08-12
514,Auto Save,2025-07-14
451,Auto Save,2025-02-10
236,Get Paid Early,2025-02-02
527,Round Up,2025-05-09
217,Auto Save,2025-07-19
192,Auto Save,2024-12-03
371,Get Paid Early,2025-06-24
677,Auto Save,2024-12-18
425,Round Up,2025-05-02
738,Get Paid Early,2025-06-06
494,Overdraft Alerts,2024-11-12
491,Auto Save,2025-06-28
605,Auto Save,2024-09-15
663,Overdraft Alerts,2025-02-03
23,Auto Save,2025-03-29
45,Auto Save,2025-06-23
588,Auto Save,2025-03-19
138,Get Paid Early,2025-04-30
913,Auto Save,2025-01-08
58,Auto Save,2025-04-21
265,Auto Save,2025-05-10
530,Overdraft Alerts,2024-11-12
614,Get Paid Early,2025-01-27
900,Round Up,2024-10-12
970,Get Paid Early,2024-10-19
222,Overdraft Alerts,2024-08-29
622,Overdraft Alerts,2024-11-08
889,Overdraft Alerts,2024-09-07
175,Auto Save,2024-11-07
851,Overdraft Alerts,2024-09-18
616,Auto Save,2025-03-15
814,Auto Save,2025-04-27
639,Round Up,2025-04-07
172,Round Up,2025-07-13
945,Overdraft Alerts,2025-08-01
611,Get Paid Early,2025-02-12
236,Overdraft Alerts,2025-05-24
395,Auto Save,2025-03-17
112,Get Paid Early,2024-10-27
208,Overdraft Alerts,2025-07-16
847,Auto Save,2025-04-27
621,Get Paid Early,2024-09-23
182,Overdraft Alerts,2025-06-29
924,Get Paid Early,2025-02-27
899,Get Paid Early,2025-07-25
96,Overdraft Alerts,2025-07-30
676,Auto Save,2024-08-26
924,Get Paid Early,2024-12-15
919,Overdraft Alerts,2025-03-18
535,Overdraft Alerts,2024-09-21
380,Get Paid Early,2024-09-05
715,Overdraft Alerts,2025-06-15
235,Overdraft Alerts,2025-08-01
809,Overdraft Alerts,2025-07-03
359,Get Paid Early,2025-02-19
436,Auto Save,2024-09-25
261,Overdraft Alerts,2024-12-30
785,Auto Save,2025-07-05
932,Get Paid Early,2024-08-08
291,Overdraft Alerts,2025-03-07
264,Auto Save,2025-06-04
6,Get Paid Early,2024-08-31
592,Get Paid Early,2025-01-06
533,Get Paid Early,2025-08-05
385,Auto Save,2025-05-08
705,Round Up,2025-03-12
419,Round Up,2025-03-05
110,Auto Save,2025-01-07
437,Round Up,2025-03-26
268,Overdraft Alerts,2025-05-13
579,Round Up,2025-02-13
627,Round Up,2025-07-13
697,Overdraft Alerts,2025-07-20
774,Auto Save,2025-07-24
424,Overdraft Alerts,2025-07-19
184,Round Up,2025-03-05
573,Overdraft Alerts,2024-10-24
260,Round Up,2024-11-14
592,Round Up,2024-12-06
793,Overdraft Alerts,2025-05-05
754,Auto Save,2025-04-28
876,Get Paid Early,2025-02-24
766,Auto Save,2025-01-12
458,Auto Save,2025-02-03
103,Auto Save,2025-03-17
521,Overdraft Alerts,2025-07-06
805,Round Up,2025-05-25
821,Get Paid Early,2025-06-17
165,Overdraft Alerts,2025-04-20
988,Get Paid Early,2024-08-25
824,Get Paid Early,2025-04-25
844,Auto Save,2025-03-17
483,Overdraft Alerts,2025-04-06
91,Get Paid Early,2025-06-09
270,Auto Save,2025-05-11
380,Get Paid Early,2024-12-25
624,Get Paid Early,2025-02-14
742,Overdraft Alerts,2025-02-11
954,Overdraft Alerts,2024-10-16
629,Round Up,2024-10-27
729,Get Paid Early,2025-05-03
969,Auto Save,2025-03-03
656,Overdraft Alerts,2025-04-03
450,Get Paid Early,2024-12-18
207,Round Up,2025-08-04
200,Get Paid Early,2024-08-23
803,Auto Save,2025-02-05
630,Auto Save,2025-06-04
691,Get Paid Early,2025-04-22
369,Auto Save,2024-10-21
671,Get Paid Early,2024-09-15
1000,Auto Save,2025-03-18
89,Round Up,2025-02-03
799,Overdraft Alerts,2024-10-01
362,Overdraft Alerts,2025-07-14
416,Auto Save,2024-09-25
531,Get Paid Early,2024-10-27
755,Get Paid Early,2025-07-03
942,Get Paid Early,2024-10-27
563,Round Up,2025-06-05
744,Round Up,2024-10-16
356,Round Up,2025-02-23
232,Auto Save,2025-03-25
466,Overdraft Alerts,2025-06-18
589,Get Paid Early,2025-01-20
268,Auto Save,2024-10-02
417,Get Paid Early,2025-02-28
573,Get Paid Early,2024-08-26
516,Round Up,2025-01-22
349,Get Paid Early,2024-08-24
823,Round Up,2025-02-27
898,Round Up,2025-01-21
711,Overdraft Alerts,2025-03-23
990,Overdraft Alerts,2024-12-23
577,Overdraft Alerts,2025-04-14
789,Auto Save,2025-06-11
776,Round Up,2024-11-06
985,Overdraft Alerts,2025-01-27
698,Overdraft Alerts,2025-03-27
919,Get Paid Early,2024-11-10
494,Get Paid Early,2025-04-27
265,Get Paid Early,2025-05-13
392,Auto Save,2025-01-06
694,Auto Save,2025-06-15
820,Round Up,2024-09-03
423,Round Up,2025-01-08
529,Get Paid Early,2025-06-11
718,Round Up,2024-08-11
255,Round Up,2025-06-30
96,Overdraft Alerts,2025-04-03
690,Round Up,2024-09-30
78,Auto Save,2025-06-06
488,Round Up,2024-11-24
363,Auto Save,2025-02-18
916,Round Up,2025-03-29
188,Auto Save,2024-12-04
511,Auto Save,2024-09-08
241,Auto Save,2024-08-24
894,Round Up,2025-04-28
212,Auto Save,2025-01-19
208,Auto Save,2025-03-24
857,Round Up,2024-10-12
160,Get Paid Early,2025-05-25
123,Get Paid Early,2024-12-22
693,Overdraft Alerts,2024-09-04
629,Get Paid Early,2025-07-03
783,Get Paid Early,2024-11-24
869,Overdraft Alerts,2024-11-26
381,Round Up,2025-02-09
505,Round Up,2025-05-01
503,Auto Save,2025-03-20
783,Round Up,2024-10-15
408,Auto Save,2025-03-03
769,Auto Save,2024-12-21
56,Overdraft Alerts,2024-09-25
490,Get Paid Early,2025-06-13
515,Round Up,2025-07-24
404,Auto Save,2025-06-22
469,Get Paid Early,2025-08-01
716,Overdraft Alerts,2024-10-29
324,Get Paid Early,2024-11-23
13,Auto Save,2025-06-26
389,Get Paid Early,2025-01-24
334,Round Up,2025-04-30
628,Round Up,2024-09-13
192,Round Up,2024-10-02
243,Round Up,2025-02-14
483,Round Up,2025-03-21
375,Auto Save,2024-09-25
511,Overdraft Alerts,2025-03-07
216,Overdraft Alerts,2025-02-01
718,Round Up,2024-11-10
374,Overdraft Alerts,2024-10-22
287,Overdraft Alerts,2024-09-10
185,Auto Save,2025-05-23
590,Auto Save,2024-10-20
834,Get Paid Early,2024-08-26
739,Round Up,2025-06-12
824,Auto Save,2024-09-22
569,Overdraft Alerts,2025-07-20
877,Overdraft Alerts,2025-07-13
201,Auto Save,2025-07-09
820,Auto Save,2025-05-28
485,Get Paid Early,2025-07-15
181,Overdraft Alerts,2025-07-14
512,Auto Save,2025-01-07
915,Round Up,2025-02-11
805,Overdraft Alerts,2024-10-06
308,Round Up,2025-07-11
576,Get Paid Early,2025-02-15
408,Get Paid Early,2025-04-19
708,Auto Save,2025-01-15
62,Auto Save,2025-04-17
834,Round Up,2025-01-26
488,Get Paid Early,2024-11-29
461,Round Up,2024-10-18
267,Round Up,2025-02-15
369,Round Up,2025-01-07
353,Get Paid Early,2024-12-11
422,Get Paid Early,2025-05-30
360,Auto Save,2024-09-09
591,Auto Save,2025-06-05
800,Round Up,2025-01-27
364,Round Up,2025-06-17
690,Overdraft Alerts,2024-10-27
794,Overdraft Alerts,2025-07-21
911,Get Paid Early,2024-10-29
391,Round Up,2025-03-13
475,Auto Save,2024-09-08
890,Auto Save,2025-01-13
656,Round Up,2025-03-20
432,Overdraft Alerts,2024-12-06
870,Get Paid Early,2024-11-28
82,Auto Save,2024-10-30
352,Auto Save,2025-01-07
322,Round Up,2025-06-26
669,Round Up,2025-04-25
728,Round Up,2024-10-15
620,Overdraft Alerts,2024-11-23
278,Overdraft Alerts,2025-02-18
800,Round Up,2024-12-29
766,Overdraft Alerts,2025-04-05
424,Auto Save,2025-08-01
189,Get Paid Early,2025-04-07
129,Auto Save,2025-02-11
678,Round Up,2025-06-30
964,Get Paid Early,2024-10-08
216,Auto Save,2025-04-28
407,Get Paid Early,2024-12-19
98,Get Paid Early,2025-03-24
960,Overdraft Alerts,2025-04-14
562,Get Paid Early,2024-10-14
27,Overdraft Alerts,2025-05-25
537,Get Paid Early,2025-04-08
107,Round Up,2025-04-18
633,Auto Save,2025-07-12
87,Overdraft Alerts,2025-06-14
317,Auto Save,2025-05-11
254,Round Up,2025-02-27
454,Auto Save,2025-02-27
135,Auto Save,2025-01-16
30,Get Paid Early,2025-04-04
680,Round Up,2025-06-27
882,Round Up,2024-12-06
885,Overdraft Alerts,2025-01-07
479,Round Up,2024-08-14
562,Overdraft Alerts,2025-06-21
139,Auto Save,2025-01-09
606,Overdraft Alerts,2025-04-25
647,Overdraft Alerts,2024-12-29
537,Round Up,2024-08-21
931,Round Up,2025-07-13
494,Auto Save,2025-01-08
825,Get Paid Early,2025-04-03
453,Round Up,2025-01-24
375,Overdraft Alerts,2025-05-05
267,Auto Save,2025-08-01
311,Get Paid Early,2025-07-03
1,Auto Save,2024-12-23
353,Round Up,2024-10-11
481,Get Paid Early,2025-06-29
705,Overdraft Alerts,2025-07-15
970,Overdraft Alerts,2025-07-20
307,Get Paid Early,2025-04-20
785,Overdraft Alerts,2025-07-18
818,Round Up,2025-05-09
612,Auto Save,2025-04-22
816,Get Paid Early,2025-06-03
562,Round Up,2024-09-26
194,Overdraft Alerts,2025-04-27
904,Overdraft Alerts,2024-12-23
405,Auto Save,2024-09-05
168,Overdraft Alerts,2024-12-17
849,Overdraft Alerts,2024-12-30
226,Round Up,2024-11-19
82,Overdraft Alerts,2025-02-11
641,Auto Save,2024-10-15
530,Round Up,2024-11-30
292,Round Up,2025-02-26
423,Auto Save,2025-02-27
874,Get Paid Early,2025-04-19
187,Auto Save,2025-04-02
297,Get Paid Early,2025-01-23
653,Overdraft Alerts,2025-02-01
633,Overdraft Alerts,2025-07-07
279,Overdraft Alerts,2024-09-17
193,Round Up,2025-01-21
20,Auto Save,2025-01-16
51,Get Paid Early,2024-09-05
191,Get Paid Early,2025-01-14
289,Round Up,2025-01-10
129,Overdraft Alerts,2024-08-24
745,Get Paid Early,2024-10-22
239,Get Paid Early,2025-04-24
155,Get Paid Early,2025-01-26
506,Auto Save,2024-12-20
351,Overdraft Alerts,2025-07-06
320,Overdraft Alerts,2025-04-27
381,Overdraft Alerts,2025-06-09
714,Get Paid Early,2024-10-31
339,Get Paid Early,2024-10-29
864,Auto Save,2024-09-28
58,Round Up,2025-01-13
795,Overdraft Alerts,2024-09-23
74,Overdraft Alerts,2024-09-02
186,Auto Save,2024-09-16
918,Round Up,2025-05-19
837,Overdraft Alerts,2025-06-01
849,Get Paid Early,2024-12-14
125,Auto Save,2024-11-14
395,Overdraft Alerts,2025-04-11
254,Get Paid Early,2025-05-23
204,Overdraft Alerts,2024-08-16
753,Get Paid Early,2025-05-03
534,Auto Save,2024-12-28
485,Overdraft Alerts,2025-02-14
698,Round Up,2024-10-08
959,Round Up,2025-04-30
163,Get Paid Early,2025-02-26
763,Get Paid Early,2025-03-31
260,Overdraft Alerts,2025-05-28
654,Round Up,2024-09-06
204,Round Up,2025-06-24
909,Get Paid Early,2025-05-31
885,Auto Save,2024-10-07
997,Get Paid Early,2025-07-01
242,Overdraft Alerts,2025-02-01
333,Get Paid Early,2025-04-12
172,Round Up,2025-04-17
599,Get Paid Early,2025-03-17
406,Auto Save,2024-12-28
10,Get Paid Early,2025-01-11
596,Overdraft Alerts,2024-11-07
705,Auto Save,2025-01-09
381,Get Paid Early,2025-08-02
255,Auto Save,2024-09-05
512,Get Paid Early,2025-01-05
703,Round Up,2025-04-19
954,Get Paid Early,2024-08-26
62,Round Up,2025-07-01
661,Auto Save,2025-03-20
719,Get Paid Early,2025-06-23
129,Overdraft Alerts,2025-05-28
239,Round Up,2025-05-27
572,Round Up,2025-03-13
825,Overdraft Alerts,2024-11-28
751,Auto Save,2024-12-12
22,Overdraft Alerts,2025-02-25
367,Auto Save,2024-12-13
257,Get Paid Early,2025-02-03
497,Overdraft Alerts,2024-09-17
573,Round Up,2025-07-15
556,Overdraft Alerts,2025-07-11
195,Auto Save,2025-07-15
557,Round Up,2025-05-22
332,Overdraft Alerts,2024-12-03
282,Auto Save,2025-02-05
71,Auto Save,2025-03-04
461,Round Up,2024-08-18
840,Round Up,2025-01-16
555,Round Up,2024-09-10
465,Get Paid Early,2025-02-14
795,Overdraft Alerts,2025-05-01
752,Auto Save,2024-12-02
905,Get Paid Early,2025-01-15
635,Round Up,2025-05-09
795,Auto Save,2024-12-19
329,Get Paid Early,2024-12-05
675,Overdraft Alerts,2024-11-22
195,Overdraft Alerts,2024-10-20
785,Auto Save,2024-10-24
628,Round Up,2025-07-31
331,Overdraft Alerts,2025-07-20
657,Round Up,2025-04-09
114,Get Paid Early,2024-11-21
536,Get Paid Early,2025-07-03
45,Auto Save,2025-05-17
183,Get Paid Early,2024-10-15
207,Get Paid Early,2025-05-24
498,Auto Save,2025-05-05
102,Get Paid Early,2025-07-06
585,Overdraft Alerts,2025-01-24
674,Overdraft Alerts,2025-01-19
539,Round Up,2025-01-10
51,Round Up,2024-08-18
227,Get Paid Early,2024-09-17
14,Auto Save,2025-06-28
672,Overdraft Alerts,2025-01-16
951,Get Paid Early,2024-09-05
480,Get Paid Early,2025-06-03
370,Overdraft Alerts,2025-04-28
842,Round Up,2025-07-11
814,Get Paid Early,2024-12-26
